placement,match_id,augment0,augment1,augment2,Set7_Assassin,Set7_Astral,Set7_Bard,Set7_Bruiser,Set7_Cannoneer,Set7_Cavalier,Set7_Dragon,Set7_Dragonmancer,Set7_Evoker,Set7_Guardian,Set7_Guild,Set7_Jade,Set7_Legend,Set7_Mage,Set7_Mirage,Set7_Mystic,Set7_Ragewing,Set7_Revel,Set7_Scalescorn,Set7_Shapeshifter,Set7_Shimmerscale,Set7_SpellThief,Set7_Starcaller,Set7_Swiftshot,Set7_Tempest,Set7_Trainer,Set7_Warrior,Set7_Whispers,TFT7_Aatrox,TFT7_Aatrox_item0,TFT7_Aatrox_item1,TFT7_Aatrox_item2,TFT7_Anivia,TFT7_Anivia_item0,TFT7_Anivia_item1,TFT7_Anivia_item2,TFT7_AoShin,TFT7_AoShin_item0,TFT7_AoShin_item1,TFT7_AoShin_item2,TFT7_Ashe,TFT7_Ashe_item0,TFT7_Ashe_item1,TFT7_Ashe_item2,TFT7_AurelionSol,TFT7_AurelionSol_item0,TFT7_AurelionSol_item1,TFT7_AurelionSol_item2,TFT7_Bard,TFT7_Bard_item0,TFT7_Bard_item1,TFT7_Bard_item2,TFT7_Braum,TFT7_Braum_item0,TFT7_Braum_item1,TFT7_Braum_item2,TFT7_Corki,TFT7_Corki_item0,TFT7_Corki_item1,TFT7_Corki_item2,TFT7_Diana,TFT7_Diana_item0,TFT7_Diana_item1,TFT7_Diana_item2,TFT7_DragonBlue,TFT7_DragonBlue_item0,TFT7_DragonBlue_item1,TFT7_DragonBlue_item2,TFT7_DragonGold,TFT7_DragonGold_item0,TFT7_DragonGold_item1,TFT7_DragonGold_item2,TFT7_DragonGreen,TFT7_DragonGreen_item0,TFT7_DragonGreen_item1,TFT7_DragonGreen_item2,TFT7_DragonPurple,TFT7_DragonPurple_item0,TFT7_DragonPurple_item1,TFT7_DragonPurple_item2,TFT7_Elise,TFT7_Elise_item0,TFT7_Elise_item1,TFT7_Elise_item2,TFT7_Ezreal,TFT7_Ezreal_item0,TFT7_Ezreal_item1,TFT7_Ezreal_item2,TFT7_Gnar,TFT7_Gnar_item0,TFT7_Gnar_item1,TFT7_Gnar_item2,TFT7_Hecarim,TFT7_Hecarim_item0,TFT7_Hecarim_item1,TFT7_Hecarim_item2,TFT7_Heimerdinger,TFT7_Heimerdinger_item0,TFT7_Heimerdinger_item1,TFT7_Heimerdinger_item2,TFT7_Illaoi,TFT7_Illaoi_item0,TFT7_Illaoi_item1,TFT7_Illaoi_item2,TFT7_Jinx,TFT7_Jinx_item0,TFT7_Jinx_item1,TFT7_Jinx_item2,TFT7_Karma,TFT7_Karma_item0,TFT7_Karma_item1,TFT7_Karma_item2,TFT7_Kayn,TFT7_Kayn_item0,TFT7_Kayn_item1,TFT7_Kayn_item2,TFT7_LeeSin,TFT7_LeeSin_item0,TFT7_LeeSin_item1,TFT7_LeeSin_item2,TFT7_Leona,TFT7_Leona_item0,TFT7_Leona_item1,TFT7_Leona_item2,TFT7_Lillia,TFT7_Lillia_item0,TFT7_Lillia_item1,TFT7_Lillia_item2,TFT7_Lulu,TFT7_Lulu_item0,TFT7_Lulu_item1,TFT7_Lulu_item2,TFT7_Nami,TFT7_Nami_item0,TFT7_Nami_item1,TFT7_Nami_item2,TFT7_Neeko,TFT7_Neeko_item0,TFT7_Neeko_item1,TFT7_Neeko_item2,TFT7_Nidalee,TFT7_Nidalee_item0,TFT7_Nidalee_item1,TFT7_Nidalee_item2,TFT7_Nunu,TFT7_Nunu_item0,TFT7_Nunu_item1,TFT7_Nunu_item2,TFT7_Olaf,TFT7_Olaf_item0,TFT7_Olaf_item1,TFT7_Olaf_item2,TFT7_Ornn,TFT7_Ornn_item0,TFT7_Ornn_item1,TFT7_Ornn_item2,TFT7_Pyke,TFT7_Pyke_item0,TFT7_Pyke_item1,TFT7_Pyke_item2,TFT7_Qiyana,TFT7_Qiyana_item0,TFT7_Qiyana_item1,TFT7_Qiyana_item2,TFT7_Ryze,TFT7_Ryze_item0,TFT7_Ryze_item1,TFT7_Ryze_item2,TFT7_Sejuani,TFT7_Sejuani_item0,TFT7_Sejuani_item1,TFT7_Sejuani_item2,TFT7_Senna,TFT7_Senna_item0,TFT7_Senna_item1,TFT7_Senna_item2,TFT7_Sett,TFT7_Sett_item0,TFT7_Sett_item1,TFT7_Sett_item2,TFT7_Shen,TFT7_Shen_item0,TFT7_Shen_item1,TFT7_Shen_item2,TFT7_Shyvana,TFT7_Shyvana_item0,TFT7_Shyvana_item1,TFT7_Shyvana_item2,TFT7_Skarner,TFT7_Skarner_item0,TFT7_Skarner_item1,TFT7_Skarner_item2,TFT7_Sona,TFT7_Sona_item0,TFT7_Sona_item1,TFT7_Sona_item2,TFT7_Soraka,TFT7_Soraka_item0,TFT7_Soraka_item1,TFT7_Soraka_item2,TFT7_Swain,TFT7_Swain_item0,TFT7_Swain_item1,TFT7_Swain_item2,TFT7_Sylas,TFT7_Sylas_item0,TFT7_Sylas_item1,TFT7_Sylas_item2,TFT7_TahmKench,TFT7_TahmKench_item0,TFT7_TahmKench_item1,TFT7_TahmKench_item2,TFT7_Talon,TFT7_Talon_item0,TFT7_Talon_item1,TFT7_Talon_item2,TFT7_Taric,TFT7_Taric_item0,TFT7_Taric_item1,TFT7_Taric_item2,TFT7_Thresh,TFT7_Thresh_item0,TFT7_Thresh_item1,TFT7_Thresh_item2,TFT7_TrainerDragon,TFT7_TrainerDragon_item0,TFT7_TrainerDragon_item1,TFT7_TrainerDragon_item2,TFT7_Tristana,TFT7_Tristana_item0,TFT7_Tristana_item1,TFT7_Tristana_item2,TFT7_Twitch,TFT7_Twitch_item0,TFT7_Twitch_item1,TFT7_Twitch_item2,TFT7_Varus,TFT7_Varus_item0,TFT7_Varus_item1,TFT7_Varus_item2,TFT7_Vladimir,TFT7_Vladimir_item0,TFT7_Vladimir_item1,TFT7_Vladimir_item2,TFT7_Volibear,TFT7_Volibear_item0,TFT7_Volibear_item1,TFT7_Volibear_item2,TFT7_Xayah,TFT7_Xayah_item0,TFT7_Xayah_item1,TFT7_Xayah_item2,TFT7_Yasuo,TFT7_Yasuo_item0,TFT7_Yasuo_item1,TFT7_Yasuo_item2,TFT7_Yone,TFT7_Yone_item0,TFT7_Yone_item1,TFT7_Yone_item2,TFT7_Zoe,TFT7_Zoe_item0,TFT7_Zoe_item1,TFT7_Zoe_item2
3,NA1_4383807326,TFT6_Augment_PandorasItems,TFT7_Augment_MageEmblem,TFT6_Augment_BlueBattery2,,1.0,,1.0,,,,,0.0,,1.0,,,3.0,,1.0,,,,,0.0,1.0,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,MageEmblemItem,HextechGunblade,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,3.0,StatikkShiv,ArchangelsStaff,SpearOfShojin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RedBuff,GargoyleStoneplate,WarmogsArmor,,,,,,,,,,,,,,,,,2.0,TrainerSnax,None,None,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,SeraphsEmbrace,SpearOfShojin,Morellonomicon
1,NA1_4383703988,TFT6_Augment_SecondWind2,TFT6_Augment_ThriftShop,TFT7_Augment_BestFriends2,0.0,1.0,1.0,1.0,,,,,0.0,,3.0,,,1.0,,2.0,,,,,0.0,1.0,,1.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,PowerGauntlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Redemption,WarmogsArmor,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RedBuff,,,,,,,2.0,GuardianAngel,RapidFireCannon,FrozenHeart,,,,,,,,,,,None,None,,,,,2.0,RecurveBow,,,3.0,GuinsoosRageblade,UnstableConcoction,Deathblade,,,,,,,,,,,,,,,,,,,,,2.0,,,
4,NA1_4383703988,TFT7_Augment_GadgetExpert,TFT6_Augment_Electrocharge3,TFT7_Augment_BigFriend2,,,,0.0,,,,2.0,,,,1.0,0.0,,,,1.0,,,1.0,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,,,2.0,BFSword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,JeweledGauntlet,UnstableConcoction,MadredsBloodrazor,,,,,,,,,,,,,,,,,2.0,RedBuff,Redemption,TitanicHydra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,3.0,Quicksilver,StatikkShiv,GuinsoosRageblade,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
2,NA1_4383703988,TFT6_Augment_TargetDummies,TFT6_Augment_ForceOfNature,TFT7_Augment_MageEmblem,,0.0,1.0,1.0,,,1.0,,0.0,,1.0,,0.0,2.0,,2.0,,,,,0.0,1.0,,,2.0,1.0,,0.0,,,,,,,,,1.0,MageEmblemItem,SpearOfShojin,ArchangelsStaff,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,3.0,SpearOfShojin,SpearOfShojin,InfinityEdge,,,,,,,,,,,,,,,,,1.0,TitanicHydra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RedBuff,TitanicHydra,BrambleVest,,,,,,,,,,,,,,,,,3.0,TrainerSnax,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Morellonomicon,,
3,NA1_4383703988,TFT6_Augment_SunfireBoard,TFT7_Augment_BestFriends3,TFT6_Augment_CyberneticImplants2,1.0,,1.0,1.0,,1.0,,,,0.0,3.0,,,0.0,,0.0,0.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,SpearOfShojin,,,2.0,GargoyleStoneplate,,,,,,,2.0,IonicSpark,FrozenHeart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,LocketOfTheIronSolari,,,,,,,,,,,,,,,,,,,,,,,3.0,RunaansHurricane,Bloodthirster,HextechGunblade,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,RecurveBow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BFSword,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,NA1_4383703988,TFT7_Augment_BruiserTitanicStrength,TFT6_Augment_VerdantVeil,TFT6_Augment_ThrillOfTheHunt2,,,,1.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,,1.0,,,,,,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Bloodthirster,InfinityEdge,UnstableConcoction,2.0,GuinsoosRageblade,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RedBuff,WarmogsArmor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,1.0,CavalierEmblemItem,Deathblade,InfinityEdge,,,,,,,,
7,NA1_4383703988,TFT6_Augment_SalvageBin,TFT6_Augment_HighEndShopping,TFT6_Augment_PortableForge,,,1.0,1.0,,,1.0,,,,2.0,0.0,0.0,1.0,,0.0,,,,,0.0,1.0,1.0,,2.0,,,0.0,,,,,,,,,1.0,ArchangelsStaff,ArchangelsStaff,OrnnInfinityForce,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,GargoyleStoneplate,TitanicHydra,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,ThiefsGloves,TearOfTheGoddess,SeraphsEmbrace,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PowerGauntlet,GuinsoosRageblade,
6,NA1_4383703988,TFT7_Augment_GuildEmblem,TFT7_Augment_GuildEmblem2,TFT6_Augment_Diversify2,1.0,,,1.0,,1.0,,,,,5.0,,0.0,,,,1.0,,,,,,,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,GuildEmblemItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,TitanicHydra,,,,,,,2.0,FrozenHeart,,,,,,,2.0,TitanicHydra,,,,,,,,,,,1.0,FrozenHeart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,RapidFireCannon,GuinsoosRageblade,RedBuff,,,,,,,,,,,None,None,,,,,2.0,GuinsoosRageblade,,,,,,,,,,,,,,,2.0,MadredsBloodrazor,Quicksilver,GuildEmblemItem,,,,,,,,,,,,
8,NA1_4383703988,TFT6_Augment_LudensEcho2,TFT6_Augment_BinaryAirdrop,TFT6_Augment_CyberneticUplink2,,0.0,,1.0,,,,,1.0,,1.0,,0.0,2.0,,1.0,,0.0,,,0.0,1.0,,,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,GargoyleStoneplate,SparringGloves,TitansResolve,,,,,,,,,2.0,HextechGunblade,SpearOfShojin,Zephyr,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,GargoyleStoneplate,RedBuff,Quicksilver,,,,,,,,,,,,,,,,,2.0,TrainerSnax,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,GuardianAngel,RabadonsDeathcap,LastWhisper
7,NA1_4383766116,TFT7_Augment_ScalescornEmblem,TFT6_Augment_Diversify2,TFT6_Augment_ThrillOfTheHunt2,1.0,,,1.0,,1.0,,,,0.0,1.0,,0.0,1.0,,,,,2.0,,0.0,1.0,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,FrozenHeart,RedBuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Bloodthirster,ArchangelsStaff,SeraphsEmbrace,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NegatronCloak,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Quicksilver,ScalescornEmblemItem,IonicSpark,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
2,NA1_4383766116,TFT7_Augment_BestFriends2,TFT6_Augment_ComponentGrabBag,TFT6_Augment_Meditation2,,,1.0,,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,,,0.0,1.0,,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,GuinsoosRageblade,WarriorEmblemItem,SpearOfShojin,,,,,,,,,2.0,RedBuff,GargoyleStoneplate,ShimmerscaleDiamondHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Shroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,TrainerSnax,None,None,2.0,InfinityEdge,GuinsoosRageblade,Quicksilver,,,,,,,,,,,,,,,,,,,,,2.0,StatikkShiv,WarmogsArmor,MadredsBloodrazor,,,,,,,,
1,NA1_4383766116,TFT7_Augment_EvokerEmblem,TFT7_Augment_DragonAlliance,TFT6_Augment_Diversify2,,,,1.0,,,2.0,,1.0,1.0,,1.0,,1.0,,1.0,,,,,1.0,1.0,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,WarmogsArmor,EvokerEmblemItem,ShimmerscaleDiamondHands,2.0,GuardianEmblemItem,HextechGunblade,Deathblade,2.0,Quicksilver,MadredsBloodrazor,Bloodthirster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RabadonsDeathcap,MageEmblemItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,SpearOfShojin,,
5,NA1_4383766116,TFT6_Augment_CyberneticUplink2,TFT6_Augment_CyberneticShell2,TFT6_Augment_Distancing2,,1.0,,1.0,,0.0,,,,,1.0,,,3.0,,0.0,,,0.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,SparringGloves,,,3.0,MageEmblemItem,Bloodthirster,,,,,,,,,,,,,,,,,,,,,,2.0,NegatronCloak,,,,,,,3.0,SpearOfShojin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,TearOfTheGoddess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,GuardianAngel,RabadonsDeathcap,TitansResolve,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,2.0,GiantsBelt,,,,,,,,,,,,,,,,,,,,,,
3,NA1_4383766116,TFT7_Augment_JadeTrait,TFT7_Augment_JadePenitence,TFT7_Augment_PandorasBench,0.0,,,,,,1.0,0.0,1.0,,2.0,3.0,0.0,,,1.0,,,,1.0,,,1.0,0.0,,0.0,,,,,,,2.0,ArchangelsStaff,ArchangelsStaff,JeweledGauntlet,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,GuardianAngel,TitansResolve,Bloodthirster,,,,,,,,,,,,,2.0,Zephyr,BrambleVest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,3.0,ThiefsGloves,RunaansHurricane,SeraphsEmbrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,GuildEmblemItem,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,NA1_4383766116,TFT6_Augment_MetabolicAccelerator,TFT7_Augment_LastStand,TFT6_Augment_ComponentGrabBag,,1.0,,1.0,,,,,0.0,,1.0,,,1.0,,1.0,,,,,,,,1.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,GargoyleStoneplate,RedBuff,LocketOfTheIronSolari,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ThiefsGloves,GiantsBelt,PowerGauntlet,,,,,,,,,,,,,,,,,2.0,TrainerSnax,None,None,,,,,2.0,ZekesHerald,,,3.0,Deathblade,RunaansHurricane,HextechGunblade,,,,,,,,,,,,,,,,,,,,,,,,
4,NA1_4383766116,TFT7_Augment_ScalescornEmblem,TFT7_Augment_CavalierEmblem,TFT6_Augment_ComponentGrabBag,,,,1.0,,4.0,1.0,,,0.0,,,,0.0,1.0,,0.0,,0.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,CavalierEmblemItem,MadredsBloodrazor,StatikkShiv,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,ArchangelsStaff,IonicSpark,Bloodthirster,,,,,,,,,,,,,,,,,2.0,RedBuff,UnstableConcoction,,2.0,LocketOfTheIronSolari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,CavalierEmblemItem,ScalescornEmblemItem,HextechGunblade,,,,
6,NA1_4383766116,TFT6_Augment_TomeOfTraits1,TFT7_Augment_LastStand,TFT6_Augment_TargetDummies,,,,0.0,1.0,,1.0,,1.0,,,,,0.0,1.0,0.0,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,RevelEmblemItem,GuinsoosRageblade,Quicksilver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,IonicSpark,,,,,,,,,,,,,,,,,,,,,,,2.0,ArchangelsStaff,Redemption,SpearOfShojin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,GargoyleStoneplate,DragonsClaw,WarmogsArmor,,,,,,,,,,,,,3.0,TrainerSnax,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,NA1_4383811484,TFT7_Augment_BestFriends2,TFT6_Augment_SunfireBoard,TFT6_Augment_CelestialBlessing3,1.0,,,1.0,,1.0,,,,,3.0,,0.0,,,,1.0,,,,,,,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,GargoyleStoneplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FrozenHeart,LastWhisper,Shroud,,,,,,,,,,,None,None,,,,,2.0,StatikkShiv,,,,,,,,,,,,,,,2.0,Quicksilver,Deathblade,GuinsoosRageblade,,,,,,,,,,,,
5,NA1_4383811484,TFT7_Augment_SwiftshotEmblem,TFT6_Augment_ComponentGrabBag,TFT6_Augment_ForceOfNature,,,,,,,1.0,0.0,1.0,0.0,,3.0,0.0,,,1.0,,,,1.0,,,,1.0,,0.0,,,,,,,2.0,SwiftshotEmblemItem,StatikkShiv,GuinsoosRageblade,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Quicksilver,MadredsBloodrazor,Bloodthirster,,,,,,,,,,,,,2.0,DragonsClaw,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,NeedlesslyLargeRod,,,,,,,2.0,WarmogsArmor,FrozenHeart,RabadonsDeathcap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NA1_4383811484,TFT7_Augment_MageConference,TFT6_Augment_BlueBattery2,TFT6_Augment_Meditation3,,0.0,1.0,1.0,,0.0,,,,,2.0,,0.0,3.0,,1.0,,,0.0,,,,,,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,TempestEmblemItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,UnstableConcoction,MadredsBloodrazor,IonicSpark,,,,,3.0,,,,,,,,,,,,,,,,,,,,2.0,TitanicHydra,MageEmblemItem,JeweledGauntlet,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,TitanicHydra,GargoyleStoneplate,DragonsClaw,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
1,NA1_4383811484,TFT6_Augment_PortableForge,TFT7_Augment_PandorasBench,TFT6_Augment_CyberneticImplants3,,,,,3.0,,,,1.0,1.0,1.0,,,,,0.0,,2.0,0.0,,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,OrnnEternalWinter,Redemption,,2.0,LastWhisper,RapidFireCannon,RunaansHurricane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,PowerGauntlet,,,,,,,,,,,,,,,,,,,,,,,2.0,CannoneerEmblemItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,4.0,TrainerSnax,None,None,3.0,GuinsoosRageblade,Deathblade,RunaansHurricane,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,NA1_4383811484,TFT7_Augment_AssassinEmblem,TFT6_Augment_Electrocharge2,TFT7_Augment_AssassinEmblem2,3.0,,,1.0,,,1.0,,,0.0,1.0,0.0,0.0,,,,,,0.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,AssassinEmblemItem,InfinityEdge,Bloodthirster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Morellonomicon,,,1.0,InfinityEdge,SparringGloves,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,RapidFireCannon,InfinityEdge,MadredsBloodrazor,1.0,AssassinEmblemItem,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
